0301300017|1096|0302400021|SALES|
0301300017|18708|0305400021|SALES|
0301301003|8513|0311300010|SALES|
0302300012|1874|0303400003|SALES|
0302300013|1993|0303400003|SALES|
0302300018|2393|0303400003|SALES|
0302300018|519|0302300012|SALES|
0302300019|832|0302300012|SALES|
0302300020|714|0302300012|SALES|
0302300020|2587|0303400003|SALES|
0302300038|722|0302300006|SALES|
0302300038|1292|0303400003|SALES|
0302300038|665|0302300012|SALES|
0302300050|3961|0311200004|SALES|
0302300050|5183|0311200009|SALES|
0302300050|14826|0323100008|SALES|
0302300050|15886|0324101016|SALES|
0302400011|17127|0305400021|SALES|
0302400011|671|0302400021|SALES|
0302400020|22082|0328200016|SALES|
0302400021|17631|0305400021|SALES|
0302400022|13586|0323102007|SALES|
0302400022|12138|0323100019|SALES|
0302400025|7914|0314200018|SALES|
0303300006|9897|0305400021|SALES|
0303300006|7817|0302400021|SALES|
0303400003|1874|0302300012|SALES|
0303400004|1789|0302300012|SALES|
0303400004|85|0303400003|SALES|
0304300001|10768|0317100009|SALES|
0304300003|890|0304300001|SALES|
0304300022|13752|0311200009|SALES|
0304300022|10465|0302300050|SALES|
0304300022|4158|0305400021|SALES|
0304300022|13663|0311200004|SALES|
0304300025|3100|0304300001|SALES|
0304300025|9714|0317100009|SALES|
0304300032|14721|0311200004|SALES|
0304300032|11331|0302300050|SALES|
0304300032|19055|0323100008|SALES|
0304300032|14932|0311200009|SALES|
0304300058|4047|0305400021|SALES|
0304300058|13710|0302400021|SALES|
0304300059|2733|0305400021|SALES|
0304300059|15084|0302400021|SALES|
0304300061|7228|0317200001|SALES|
0304300061|12257|0306301004|SALES|
0304300072|13675|0302400021|SALES|
0304300074|3860|0305400021|SALES|
0305300004|18727|0311200009|SALES|
0305300004|15364|0302300050|SALES|
0305300004|18654|0311200004|SALES|
0305300005|18646|0311200009|SALES|
0305300005|15400|0302300050|SALES|
0305300005|18624|0311200004|SALES|
0305300009|20434|0312300012|SALES|
0305300009|19515|0323102005|SALES|
0305400005|17359|0311200009|SALES|
0305400005|14016|0302300050|SALES|
